subject_id,nama,date,time,epoch_ms,ts_millis,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,pressure_hpa,altitude_m
4,kelvin,2026-05-20,15:19:09.644000,1173889100,10644,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.609
4,kelvin,2026-05-20,15:19:13.062000,1173892518,14062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.344
4,kelvin,2026-05-20,15:19:13.262000,1173892718,14262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.384
4,kelvin,2026-05-20,15:19:13.462000,1173892918,14462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.384
4,kelvin,2026-05-20,15:19:13.662000,1173893118,14662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.384
4,kelvin,2026-05-20,15:19:13.862000,1173893318,13862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.344
4,kelvin,2026-05-20,15:19:14.062000,1173893518,15062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.384
4,kelvin,2026-05-20,15:19:14.262000,1173893718,15262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.596
4,kelvin,2026-05-20,15:19:14.462000,1173893918,15462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.596
4,kelvin,2026-05-20,15:19:14.662000,1173894118,15662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.596
4,kelvin,2026-05-20,15:19:14.862000,1173894318,14862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.8,87.384
4,kelvin,2026-05-20,15:19:15.062000,1173894518,16062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.596
4,kelvin,2026-05-20,15:19:15.262000,1173894718,16262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.629
4,kelvin,2026-05-20,15:19:15.462000,1173894918,16462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.629
4,kelvin,2026-05-20,15:19:15.662000,1173895118,16662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.629
4,kelvin,2026-05-20,15:19:15.862000,1173895318,15862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.596
4,kelvin,2026-05-20,15:19:16.062000,1173895518,17062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.629
4,kelvin,2026-05-20,15:19:16.262000,1173895718,17262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.625
4,kelvin,2026-05-20,15:19:16.462000,1173895918,17462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.625
4,kelvin,2026-05-20,15:19:16.662000,1173896118,17662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.625
4,kelvin,2026-05-20,15:19:16.862000,1173896318,16862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.629
4,kelvin,2026-05-20,15:19:17.062000,1173896518,18062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.625
4,kelvin,2026-05-20,15:19:17.262000,1173896718,18262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.616
4,kelvin,2026-05-20,15:19:17.462000,1173896918,18462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.616
4,kelvin,2026-05-20,15:19:17.662000,1173897118,18662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.616
4,kelvin,2026-05-20,15:19:17.862000,1173897318,17862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.625
4,kelvin,2026-05-20,15:19:18.062000,1173897518,19062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.616
4,kelvin,2026-05-20,15:19:18.262000,1173897718,19262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.706
4,kelvin,2026-05-20,15:19:18.462000,1173897918,19462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.706
4,kelvin,2026-05-20,15:19:18.662000,1173898118,19662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.706
4,kelvin,2026-05-20,15:19:18.862000,1173898318,18862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.616
4,kelvin,2026-05-20,15:19:19.062000,1173898518,20062,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.706
4,kelvin,2026-05-20,15:19:19.262000,1173898718,20262,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.606
4,kelvin,2026-05-20,15:19:19.462000,1173898918,20462,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.606
4,kelvin,2026-05-20,15:19:19.662000,1173899118,20662,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.606
4,kelvin,2026-05-20,15:19:19.862000,1173899318,19862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.706
4,kelvin,2026-05-20,15:19:20.322000,1173899778,21322,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.698
4,kelvin,2026-05-20,15:19:20.522000,1173899978,21522,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.698
4,kelvin,2026-05-20,15:19:20.722000,1173900178,21722,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.698
4,kelvin,2026-05-20,15:19:20.862000,1173900318,20862,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.606
4,kelvin,2026-05-20,15:19:21.122000,1173900578,22122,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.698
4,kelvin,2026-05-20,15:19:21.322000,1173900778,22322,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.587
4,kelvin,2026-05-20,15:19:21.522000,1173900978,22522,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.587
4,kelvin,2026-05-20,15:19:21.722000,1173901178,22722,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.587
4,kelvin,2026-05-20,15:19:21.922000,1173901378,21922,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.76,87.698
4,kelvin,2026-05-20,15:19:22.122000,1173901578,23122,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.77,87.587
4,kelvin,2026-05-20,15:19:22.322000,1173901778,23322,1.09814,-0.33179,0.14136,58.847,4.504,14.496,0.93945,-0.36255,-0.20483,71.153,-3.328,-11.641,1002.78,87.495
