subject_id,nama,date,time,epoch_ms,ts_millis,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,pressure_hpa,altitude_m
12,sofi,2026-05-23,15:22:11.761000,1433271217,7761,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,54.015
12,sofi,2026-05-23,15:22:12.161000,1433271617,8161,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,54.015
12,sofi,2026-05-23,15:22:12.361000,1433271817,8361,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:12.561000,1433272017,8561,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:12.761000,1433272217,8761,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:12.961000,1433272417,7961,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,54.015
12,sofi,2026-05-23,15:22:13.161000,1433272617,9161,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:13.361000,1433272817,9361,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.087
12,sofi,2026-05-23,15:22:13.561000,1433273017,9561,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.087
12,sofi,2026-05-23,15:22:13.761000,1433273217,9761,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.087
12,sofi,2026-05-23,15:22:13.961000,1433273417,8961,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:14.161000,1433273617,10161,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.087
12,sofi,2026-05-23,15:22:14.361000,1433273817,10361,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.986
12,sofi,2026-05-23,15:22:14.561000,1433274017,10561,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.986
12,sofi,2026-05-23,15:22:14.761000,1433274217,10761,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.986
12,sofi,2026-05-23,15:22:14.961000,1433274417,9961,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.087
12,sofi,2026-05-23,15:22:15.161000,1433274617,11161,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.986
12,sofi,2026-05-23,15:22:15.361000,1433274817,11361,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:15.561000,1433275017,11561,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:15.761000,1433275217,11761,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:15.961000,1433275417,10961,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.986
12,sofi,2026-05-23,15:22:16.961000,1433276417,11961,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.78,53.995
12,sofi,2026-05-23,15:22:19.102000,1433278558,15102,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.078
12,sofi,2026-05-23,15:22:19.302000,1433278758,15302,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.935
12,sofi,2026-05-23,15:22:19.502000,1433278958,15502,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.935
12,sofi,2026-05-23,15:22:19.702000,1433279158,15702,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.935
12,sofi,2026-05-23,15:22:19.902000,1433279358,14902,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.77,54.078
12,sofi,2026-05-23,15:22:20.102000,1433279558,16102,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.935
12,sofi,2026-05-23,15:22:20.302000,1433279758,16302,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.892
12,sofi,2026-05-23,15:22:20.502000,1433279958,16502,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.892
12,sofi,2026-05-23,15:22:20.702000,1433280158,16702,1.21021,-0.19263,0.42163,-114.809,6.191,-34.466,1.04688,0.55469,0.16992,-10.107,-5.763,-37.359,1006.79,53.892
